Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Target,Is_Mature_Student,First_Generation_Student,Financial_Risk_Flag,Pass_Rate_1st_Sem,Pass_Rate_2nd_Sem,Evaluation_Load_Ratio_1st_Sem,Evaluation_Load_Ratio_2nd_Sem
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,-0.9565076038994943,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.1724925824805565,No,Yes,Yes,Female,No,1.414909024829154,No,0,6,13,4,11.25,0,0,6,8,4,13.75,0,Graduate,1,1,1,0.6666666666666666,0.6666666666666666,2.1666666666666665,1.3333333333333333
Single,General Contingent,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,0.5601558572210751,Higher Education,Higher Education,Professional/Managerial,Professional/Managerial,1.3412563861172135,No,No,Yes,Female,No,-0.6939730878554988,No,0,5,5,5,12.6,0,0,5,7,5,11.6,0,Graduate,0,0,0,1.0,1.0,1.0,1.4
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Evening,Basic/Secondary,0.5601558572210751,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.4128431688933185,No,No,Yes,Female,No,3.5237911375138067,No,0,6,8,6,12.666666666666666,0,0,6,6,6,11.833333333333334,0,Graduate,1,1,0,1.0,1.0,1.3333333333333333,1.0
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.5601558572210751,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.12279521097819103,No,Yes,Yes,Female,No,2.3375449491286897,No,20,21,23,21,12.333333333333334,0,19,19,19,19,12.105263157894736,0,Graduate,1,1,1,1.0,1.0,1.0952380952380953,1.0
Single,General Contingent,0.2071731591606723,Social & Humanities,Daytime,Basic/Secondary,-1.3356734691796368,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,-0.5095258215316947,Yes,No,Yes,Female,Yes,-0.16675255968433558,No,0,6,11,5,12.0,0,0,6,11,5,11.0,0,Dropout,0,1,0,0.8333333333333334,0.8333333333333334,1.8333333333333333,1.8333333333333333
Not Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,0.5601558572210751,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,1.0926438507613905,No,No,Yes,Female,No,2.6011552132142715,No,0,5,5,5,16.4,0,0,5,5,5,16.6,0,Graduate,1,1,0,1.0,1.0,1.0,1.0
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Evening,Basic/Secondary,0.03690696313447821,Higher Education,Basic/Secondary,Unknown/Not Reported,Unknown/Not Reported,-0.24019557489621893,No,No,Yes,Female,No,3.5237911375138067,No,0,1,1,0,0.0,1,0,6,0,0,0.0,0,Dropout,1,0,0,0.0,0.0,1.0,0.0
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.863082958468955,No,No,Yes,Female,No,4.8418424579417145,No,0,6,10,6,12.75,0,0,6,6,4,14.75,0,Graduate,1,1,0,1.0,0.6666666666666666,1.6666666666666667,1.0
Not Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,-1.714839334459779,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.8992785454846383,No,No,Yes,Female,No,2.3375449491286897,No,0,5,14,4,14.5,1,0,5,12,5,13.0,0,Enrolled,1,1,0,0.8,1.0,2.8,2.4
Not Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,1.6105866327526892,No,No,Yes,Female,No,3.1283757413854345,No,0,5,5,5,14.8,0,0,5,5,5,14.4,0,Graduate,1,1,0,1.0,1.0,1.0,1.0
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Higher Education,-1.2598402961236081,Higher Education,Higher Education,Professional/Managerial,Professional/Managerial,0.08438190181832748,No,No,Yes,Female,No,-0.16675255968433558,No,12,17,22,17,10.36842105263158,0,14,17,18,17,11.5,0,Graduate,0,0,0,1.0,1.0,1.2941176470588236,1.0588235294117647
Not Single,Special/Non-Traditional,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,-1.714839334459779,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.8755387208055456,No,No,Yes,Female,No,2.3375449491286897,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,Dropout,1,1,0,0.0,0.0,0.0,0.0
Not Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Basic/Secondary,0.5601558572210751,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,-0.6683616080090261,No,No,Yes,Female,No,0.6240782325724092,No,6,10,15,6,10.666666666666666,0,5,10,17,9,11.333333333333334,1,Enrolled,1,1,0,0.6,0.9,1.5,1.7
Not Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Higher Education,-0.9565076038994943,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,-0.48190220649215837,No,No,Yes,Female,No,1.1512987607435725,No,9,15,21,13,12.692307692307692,0,12,15,22,13,12.384615384615383,0,Graduate,1,1,0,0.8666666666666667,0.8666666666666667,1.4,1.4666666666666666
Not Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Vocational/Technical,0.03690696313447821,Basic/Secondary,Basic/Secondary,Unknown/Not Reported,Unknown/Not Reported,-1.1241512561613685,Yes,No,Yes,Female,No,3.5237911375138067,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,Dropout,1,1,0,0.0,0.0,0.0,0.0
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,2.0768193183416446,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.620020281689838,No,No,Yes,Female,No,3.9192065336421793,No,14,15,15,15,11.8,0,12,13,13,12,11.666666666666666,1,Enrolled,1,1,0,1.0,0.9230769230769231,1.0,1.0
Single,Special/Non-Traditional,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,0.03690696313447821,Higher Education,Higher Education,Clerical/Service,Clerical/Service,2.9158024433707603,No,Yes,No,Female,No,4.05101166568497,Yes,0,7,7,0,0.0,0,0,5,10,0,0.0,0,Dropout,1,0,1,0.0,0.0,1.0,2.0
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Evening,Basic/Secondary,-0.9565076038994943,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.3934815027968444,No,No,Yes,Female,No,3.3919860054710163,No,0,6,9,5,12.333333333333334,0,0,6,12,4,11.5,0,Enrolled,1,1,0,0.8333333333333334,0.6666666666666666,1.5,2.0
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,-1.863082958468955,No,No,Yes,Female,No,1.414909024829154,No,6,12,18,11,13.0,0,4,13,22,8,11.875,0,Dropout,1,1,0,0.9166666666666666,0.6153846153846154,1.5,1.6923076923076923
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Evening,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,1.2100442146794175,No,No,Yes,Female,No,2.8647654772998528,No,0,6,13,4,12.5,0,0,6,8,3,11.666666666666666,0,Dropout,1,1,0,0.6666666666666666,0.5,2.1666666666666665,1.3333333333333333
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Evening,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.5194538386910192,No,No,Yes,Female,Yes,3.1283757413854345,No,0,6,8,5,12.2,0,0,6,10,4,11.25,0,Graduate,1,1,0,0.8333333333333334,0.6666666666666666,1.3333333333333333,1.6666666666666667
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,-0.8048412577874374,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,-0.8755387208055456,Yes,No,Yes,Female,No,-0.16675255968433558,No,5,10,15,8,11.0,0,2,7,16,5,11.2,0,Enrolled,0,1,0,0.8,0.7142857142857143,1.5,2.2857142857142856
Not Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.9376918546445008,No,No,Yes,Female,No,1.2831038927863632,No,0,5,14,1,10.0,0,0,5,13,2,12.0,0,Dropout,1,1,0,0.2,0.4,2.8,2.6
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Evening,Basic/Secondary,0.5601558572210751,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.0705700942985603,No,No,Yes,Female,Yes,2.6011552132142715,No,0,6,7,6,12.333333333333334,0,0,6,8,6,11.5,0,Graduate,1,1,0,1.0,1.0,1.1666666666666667,1.3333333333333333
Single,Other Special,-0.5540677512436588,Social & Humanities,Daytime,Higher Education,-0.9565076038994943,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.48190220649215837,No,No,Yes,Female,No,4.05101166568497,No,9,13,13,13,14.307692307692308,0,5,12,15,12,15.23076923076923,0,Graduate,1,1,0,1.0,1.0,1.0,1.25
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Evening,Higher Education,-0.19817587333920963,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,1.417221327475937,No,No,Yes,Female,No,2.073934685043108,No,7,11,13,11,14.454545454545457,0,6,8,8,8,13.5,0,Graduate,1,1,0,1.0,1.0,1.1818181818181819,1.0
Not Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Basic/Secondary,-0.9565076038994943,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.4335608801729703,No,No,Yes,Female,No,2.073934685043108,No,0,5,6,5,11.0,0,0,5,5,5,13.2,0,Graduate,1,1,0,1.0,1.0,1.2,1.0
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,1.5459871069494453,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,1.8453873605887432,No,No,Yes,Female,Yes,-0.6939730878554988,No,0,6,8,6,13.142857142857142,0,0,6,6,6,12.833333333333334,0,Graduate,0,1,0,1.0,1.0,1.3333333333333333,1.0
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,-0.12234270028318116,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.35069003505436225,No,No,Yes,Female,Yes,-0.562167955812708,No,0,6,8,6,13.75,0,0,6,7,6,11.857142857142858,0,Graduate,0,1,0,1.0,1.0,1.3333333333333333,1.1666666666666667
Single,General Contingent,1.7296549799693344,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.5015085655633235,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.5233376290514619,Yes,No,Yes,Female,Yes,-0.6939730878554988,No,0,6,6,6,14.0,0,0,6,9,5,13.8,0,Graduate,0,1,0,1.0,0.8333333333333334,1.0,1.5
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Evening,Vocational/Technical,-1.714839334459779,Basic/Secondary,Basic/Secondary,Student,Student,2.128529414743988,No,No,Yes,Female,No,2.732960345257062,No,5,8,13,8,13.75,0,2,6,9,6,12.5,0,Graduate,1,1,0,1.0,1.0,1.625,1.5
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Basic/Secondary,1.3184875877813598,Higher Education,Basic/Secondary,Professional/Managerial,Blue-Collar & Skilled Trades,1.8661050718683958,No,No,Yes,Female,No,0.4922731005296184,No,0,5,5,0,0.0,0,0,5,6,0,0.0,0,Dropout,1,0,0,0.0,0.0,1.0,1.2
Single,General Contingent,0.2071731591606723,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.12234270028318116,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,0.6161364913293953,Yes,No,Yes,Female,Yes,-0.6939730878554988,No,0,6,6,6,13.166666666666666,0,0,6,8,6,12.428571428571429,0,Graduate,0,1,0,1.0,1.0,1.0,1.3333333333333333
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Evening,Basic/Secondary,-0.19817587333920963,Basic/Secondary,Basic/Secondary,Student,Student,0.20868816949623997,No,No,Yes,Female,No,2.8647654772998528,No,10,12,12,9,12.444444444444445,3,4,7,8,6,12.0,0,Dropout,1,1,0,0.75,0.8571428571428571,1.0,1.1428571428571428
Single,General Contingent,1.7296549799693344,Social & Humanities,Daytime,Basic/Secondary,-0.8048412577874374,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.5578671478508818,Yes,No,Yes,Female,No,-0.4303628237699172,No,0,6,7,6,12.666666666666666,0,0,6,7,5,13.0,0,Graduate,0,1,0,1.0,0.8333333333333334,1.1666666666666667,1.1666666666666667
Not Single,General Contingent,-0.5540677512436588,Social & Humanities,Evening,Basic/Secondary,1.3943207608373882,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,1.7556106117102526,No,No,Yes,Female,No,2.205739817085899,No,0,6,7,6,11.333333333333334,0,0,6,7,6,10.5,0,Graduate,1,1,0,1.0,1.0,1.1666666666666667,1.1666666666666667
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Basic/Secondary,-0.9565076038994943,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,1.4379390387555897,No,No,Yes,Female,No,2.205739817085899,No,0,5,9,4,11.25,0,0,5,6,5,12.0,0,Enrolled,1,1,0,0.8,1.0,1.8,1.2
Single,Special/Non-Traditional,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,0.25682316499696123,Higher Education,Higher Education,Professional/Managerial,Professional/Managerial,-1.863082958468955,No,No,Yes,Female,No,-0.6939730878554988,No,0,7,8,7,13.6125,0,0,8,8,8,14.575,0,Graduate,0,0,0,1.0,1.0,1.1428571428571428,1.0
Single,General Contingent,3.2521368007779965,Health Sciences,Daytime,Basic/Secondary,0.5601558572210751,Higher Education,Basic/Secondary,Professional/Managerial,Blue-Collar & Skilled Trades,0.13962913189740012,Yes,No,Yes,Female,No,-0.2985576917271264,No,0,8,8,7,12.414285714285716,0,0,8,8,7,12.414285714285716,0,Graduate,0,0,0,0.875,0.875,1.0,1.0
Single,General Contingent,0.2071731591606723,Social & Humanities,Daytime,Basic/Secondary,-0.12234270028318116,Higher Education,Basic/Secondary,Professional/Managerial,Professional/Managerial,1.513903980114313,Yes,No,Yes,Female,No,-0.4303628237699172,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate,0,0,0,0.0,0.0,0.0,0.0
Not Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Higher Education,-0.9565076038994943,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.48190220649215837,No,No,Yes,Female,No,1.6785192889147356,No,8,12,21,11,11.5,0,7,12,22,12,11.4375,0,Enrolled,1,1,0,0.9166666666666666,1.0,1.75,1.8333333333333333
Not Single,Other Special,-0.5540677512436588,Social & Humanities,Evening,Higher Education,2.8351510489019294,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,2.971049673449833,No,No,Yes,Female,No,0.4922731005296184,No,0,5,5,0,0.0,0,0,6,0,0,0.0,0,Dropout,1,1,0,0.0,0.0,1.0,0.0
Not Single,Special/Non-Traditional,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,-2.473171065020064,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.20868816949623997,No,No,Yes,Female,No,1.1512987607435725,Yes,0,7,10,7,11.0,0,0,8,8,8,13.125,0,Graduate,1,1,0,1.0,1.0,1.4285714285714286,1.0
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,-1.2598402961236081,Basic/Secondary,Basic/Secondary,Professional/Managerial,Professional/Managerial,-0.53714943657123,Yes,No,Yes,Female,Yes,-0.6939730878554988,No,0,6,6,6,14.0,0,0,6,6,6,13.5,0,Graduate,0,1,0,1.0,1.0,1.0,1.0
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Evening,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.13962913189740012,No,No,Yes,Female,No,1.8103244209575264,No,0,6,13,4,12.0,0,0,6,10,3,12.0,0,Dropout,1,1,0,0.6666666666666666,0.5,2.1666666666666665,1.6666666666666667
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.25682316499696123,Higher Education,Basic/Secondary,Professional/Managerial,Professional/Managerial,0.38133576349333953,Yes,No,Yes,Female,No,-0.562167955812708,No,0,6,7,6,12.5,0,0,6,7,6,12.5,0,Graduate,0,0,0,1.0,1.0,1.1666666666666667,1.1666666666666667
Not Single,Special/Non-Traditional,0.2071731591606723,Social & Humanities,Evening,Basic/Secondary,2.0768193183416446,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Clerical/Service,-0.8271973944863575,No,No,Yes,Female,Yes,2.3375449491286897,No,0,6,8,6,11.333333333333334,0,0,6,9,6,11.333333333333334,0,Graduate,1,1,0,1.0,1.0,1.3333333333333333,1.5
Not Single,General Contingent,1.7296549799693344,Health Sciences,Daytime,Basic/Secondary,0.5601558572210751,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,0.0705700942985603,No,No,Yes,Female,Yes,-0.6939730878554988,No,0,7,7,6,14.066666666666668,0,0,7,7,6,14.066666666666668,0,Graduate,0,1,0,0.8571428571428571,0.8571428571428571,1.0,1.0
Single,Special/Non-Traditional,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,-0.19817587333920963,Basic/Secondary,Basic/Secondary,Unknown/Not Reported,Unknown/Not Reported,-0.1297011147380756,No,No,Yes,Female,No,-0.2985576917271264,No,2,9,14,8,13.555555555555555,0,2,7,10,7,13.571428571428571,0,Graduate,0,1,0,0.8888888888888888,1.0,1.5555555555555556,1.4285714285714286
Single,Other Special,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.5601558572210751,Basic/Secondary,Basic/Secondary,Professional/Managerial,Blue-Collar & Skilled Trades,0.8992785454846383,Yes,Yes,No,Female,No,-0.034947427641544786,No,0,6,13,5,11.6,0,0,6,11,4,12.25,0,Dropout,0,1,1,0.8333333333333334,0.6666666666666666,2.1666666666666665,1.8333333333333333
Single,General Contingent,0.2071731591606723,Social & Humanities,Daytime,Basic/Secondary,-0.7290080847314089,Basic/Secondary,Basic/Secondary,Professional/Managerial,Professional/Managerial,-0.4197490726532021,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout,0,1,0,0.0,0.0,0.0,0.0
Single,General Contingent,3.2521368007779965,Health Sciences,Daytime,Basic/Secondary,0.7876553763891605,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,0.5747010687700919,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,8,8,8,13.27625,0,0,8,8,8,13.27625,0,Graduate,0,1,0,1.0,1.0,1.0,1.0
Single,Special/Non-Traditional,1.7296549799693344,Health Sciences,Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Unknown/Not Reported,Unknown/Not Reported,-0.12279521097819103,No,No,Yes,Female,No,-0.2985576917271264,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout,0,1,0,0.0,0.0,0.0,0.0
Single,General Contingent,0.2071731591606723,Social & Humanities,Daytime,Basic/Secondary,0.25682316499696123,Vocational/Technical,Basic/Secondary,Student,Blue-Collar & Skilled Trades,0.6023246838096262,Yes,No,Yes,Female,No,-0.562167955812708,No,0,6,8,6,14.375,0,0,6,8,6,14.75,0,Graduate,0,0,0,1.0,1.0,1.3333333333333333,1.3333333333333333
Not Single,Special/Non-Traditional,0.2071731591606723,"Business, Management & Hospitality",Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.1724925824805565,No,No,Yes,Female,No,3.1283757413854345,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,Dropout,1,1,0,0.0,0.0,0.0,0.0
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Evening,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.5509612440909982,No,No,Yes,Female,Yes,3.2601808734282254,No,0,6,7,6,10.666666666666666,0,0,6,9,5,11.8,0,Enrolled,1,1,0,1.0,0.8333333333333334,1.1666666666666667,1.5
Not Single,Other Special,-0.5540677512436588,Social & Humanities,Evening,Higher Education,-1.714839334459779,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.1724925824805565,No,No,Yes,Female,No,2.073934685043108,No,9,13,19,12,13.416666666666666,0,4,10,10,10,14.5,0,Graduate,1,1,0,0.9230769230769231,1.0,1.4615384615384615,1.0
Single,General Contingent,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,-1.1081739500115513,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.8133855869665894,Yes,No,Yes,Female,No,-0.562167955812708,No,0,7,9,6,12.97166666666667,0,0,8,9,7,12.321428571428571,0,Graduate,0,1,0,0.8571428571428571,0.875,1.2857142857142858,1.125
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Higher Education,-1.714839334459779,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.9722213734439208,No,No,Yes,Female,No,1.9421295530003173,No,14,15,16,14,10.928571428571429,0,12,14,16,12,11.833333333333334,0,Dropout,1,1,0,0.9333333333333333,0.8571428571428571,1.0666666666666667,1.1428571428571428
